sample	rep	mainsource	compound	well	plate	time	od
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	16.1	0.167157
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	16.6	0.164874
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	17.1	0.164967
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	17.6	0.163001
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	18.1	0.157799
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	18.6	0.151192
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	19.2	0.148274
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	19.7	0.151374
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	20.2	0.156588
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	20.7	0.157999
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	21.2	0.161099
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	21.7	0.167303
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	22.2	0.173089
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	22.7	0.176176
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	23.2	0.175905
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	23.7	0.176424
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	24.2	0.175583
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	24.7	0.172203
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	25.2	0.168633
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	25.7	0.170053
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	26.2	0.174025
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	26.7	0.177925
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	27.2	0.181552
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	27.7	0.182989
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	28.2	0.183669
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	28.7	0.181132
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	29.2	0.170836
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	29.7	0.165243
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	30.2	0.162403
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	30.7	0.158992
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	31.2	0.161069
R.S.3	ID952	Carbon	L-Pyro-Glutamic Acid	F12	sample_plate	31.7	0.16501
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	0.0	0.105095
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	0.5	0.111129
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	1.0	0.122952
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	1.5	0.131612
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	2.0	0.139873
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	2.5	0.14724
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	3.0	0.152023
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	3.5	0.155414
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	4.0	0.158603
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	4.5	0.163791
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	5.0	0.168744
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	5.5	0.174264
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	6.0	0.178655
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	6.6	0.183368
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	7.1	0.189288
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	7.6	0.196015
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	8.1	0.201553
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	8.6	0.204515
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	9.1	0.2053
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	9.6	0.204322
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	10.1	0.20603
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	10.6	0.207153
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	11.1	0.210606
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	11.6	0.214688
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	12.1	0.218803
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	12.6	0.222097
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	13.1	0.225712
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	13.6	0.228069
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	14.1	0.231534
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	14.6	0.234137
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	15.1	0.23578
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	15.6	0.239362
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	16.1	0.242941
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	16.6	0.242774
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	17.1	0.24948
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	17.6	0.25475
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	18.1	0.258357
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	18.6	0.257118
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	19.2	0.26114
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	19.7	0.264135
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	20.2	0.265481
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	20.7	0.265335
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	21.2	0.265472
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	21.7	0.259412
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	22.2	0.255639
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	22.7	0.256463
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	23.2	0.255485
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	23.7	0.254928
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	24.2	0.251444
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	24.7	0.252879
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	25.2	0.251826
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	25.7	0.252746
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	26.2	0.252647
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	26.7	0.249309
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	27.2	0.247475
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	27.7	0.243705
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	28.2	0.246248
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	28.7	0.251059
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	29.2	0.257443
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	29.7	0.259371
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	30.2	0.259986
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	30.7	0.264253
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	31.2	0.264056
R.S.3	ID952	Nitrogen	Negative Control	G1	sample_plate	31.7	0.263775
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	0.0	0.109481
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	0.5	0.115816
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	1.0	0.12329
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	1.5	0.132117
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	2.0	0.135447
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	2.5	0.139203
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	3.0	0.142826
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	3.5	0.143998
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	4.0	0.146427
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	4.5	0.150992
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	5.0	0.153775
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	5.5	0.158905
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	6.0	0.162216
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	6.6	0.163869
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	7.1	0.164504
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	7.6	0.163508
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	8.1	0.163648
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	8.6	0.162402
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	9.1	0.162972
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	9.6	0.16189
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	10.1	0.163044
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	10.6	0.164402
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	11.1	0.166436
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	11.6	0.167463
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	12.1	0.1691
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	12.6	0.171683
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	13.1	0.173252
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	13.6	0.175191
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	14.1	0.177562
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	14.6	0.179819
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	15.1	0.182544
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	15.6	0.184581
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	16.1	0.186126
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	16.6	0.18807
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	17.1	0.192564
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	17.6	0.198827
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	18.1	0.202755
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	18.6	0.20482
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	19.2	0.207307
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	19.7	0.208741
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	20.2	0.211221
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	20.7	0.212936
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	21.2	0.21347
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	21.7	0.213862
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	22.2	0.214627
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	22.7	0.216237
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	23.2	0.217143
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	23.7	0.219733
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	24.2	0.221953
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	24.7	0.224005
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	25.2	0.22559
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	25.7	0.228583
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	26.2	0.229964
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	26.7	0.23137
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	27.2	0.231082
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	27.7	0.232103
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	28.2	0.234532
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	28.7	0.240691
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	29.2	0.244861
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	29.7	0.247787
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	30.2	0.250546
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	30.7	0.252296
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	31.2	0.25303
R.S.3	ID952	Nitrogen	Tyramine	G2	sample_plate	31.7	0.255351
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	0.0	0.101352
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	0.5	0.111861
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	1.0	0.120675
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	1.5	0.131139
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	2.0	0.13808
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	2.5	0.148844
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	3.0	0.153909
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	3.5	0.1599
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	4.0	0.162859
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	4.5	0.168341
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	5.0	0.173486
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	5.5	0.180038
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	6.0	0.184468
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	6.6	0.189936
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	7.1	0.197389
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	7.6	0.204271
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	8.1	0.210006
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	8.6	0.213863
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	9.1	0.2169
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	9.6	0.21718
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	10.1	0.22138
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	10.6	0.224344
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	11.1	0.229262
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	11.6	0.234758
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	12.1	0.238765
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	12.6	0.242536
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	13.1	0.246157
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	13.6	0.250889
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	14.1	0.253684
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	14.6	0.256538
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	15.1	0.260119
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	15.6	0.261995
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	16.1	0.263234
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	16.6	0.264526
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	17.1	0.267668
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	17.6	0.270203
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	18.1	0.271891
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	18.6	0.272665
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	19.2	0.273379
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	19.7	0.274682
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	20.2	0.274917
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	20.7	0.275751
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	21.2	0.274292
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	21.7	0.273869
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	22.2	0.273266
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	22.7	0.273142
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	23.2	0.272395
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	23.7	0.272699
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	24.2	0.27268
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	24.7	0.271739
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	25.2	0.271161
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	25.7	0.270956
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	26.2	0.2713
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	26.7	0.268799
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	27.2	0.267774
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	27.7	0.266738
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	28.2	0.267509
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	28.7	0.270145
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	29.2	0.271171
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	29.7	0.270897
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	30.2	0.270441
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	30.7	0.270559
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	31.2	0.270467
R.S.3	ID952	Nitrogen	Uridine	G3	sample_plate	31.7	0.269229
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	0.0	0.100821
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	0.5	0.110991
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	1.0	0.116576
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	1.5	0.129849
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	2.0	0.134542
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	2.5	0.141102
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	3.0	0.147099
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	3.5	0.151962
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	4.0	0.154732
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	4.5	0.158806
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	5.0	0.162061
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	5.5	0.16667
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	6.0	0.169453
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	6.6	0.173571
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	7.1	0.178914
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	7.6	0.184328
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	8.1	0.188796
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	8.6	0.191452
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	9.1	0.193322
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	9.6	0.193815
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	10.1	0.197056
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	10.6	0.199176
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	11.1	0.203097
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	11.6	0.207081
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	12.1	0.210172
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	12.6	0.21252
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	13.1	0.214786
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	13.6	0.21801
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	14.1	0.219658
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	14.6	0.223536
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	15.1	0.22567
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	15.6	0.22774
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	16.1	0.229089
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	16.6	0.230795
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	17.1	0.234594
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	17.6	0.238474
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	18.1	0.240656
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	18.6	0.241404
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	19.2	0.242811
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	19.7	0.244276
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	20.2	0.244293
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	20.7	0.245381
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	21.2	0.244692
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	21.7	0.243504
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	22.2	0.243306
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	22.7	0.243502
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	23.2	0.242841
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	23.7	0.243116
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	24.2	0.243274
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	24.7	0.242685
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	25.2	0.242709
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	25.7	0.242655
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	26.2	0.242296
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	26.7	0.240112
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	27.2	0.238312
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	27.7	0.236858
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	28.2	0.237324
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	28.7	0.238697
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	29.2	0.241709
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	29.7	0.243027
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	30.2	0.24395
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	30.7	0.242963
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	31.2	0.243239
R.S.3	ID952	Nitrogen	Inosine	G4	sample_plate	31.7	0.242622
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	0.0	0.104146
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	0.5	0.109781
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	1.0	0.113778
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	1.5	0.123009
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	2.0	0.131044
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	2.5	0.137152
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	3.0	0.140294
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	3.5	0.143723
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	4.0	0.1449
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	4.5	0.148258
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	5.0	0.149882
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	5.5	0.153898
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	6.0	0.155175
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	6.6	0.158053
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	7.1	0.161518
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	7.6	0.165942
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	8.1	0.169622
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	8.6	0.17179
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	9.1	0.172964
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	9.6	0.173394
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	10.1	0.174917
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	10.6	0.176891
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	11.1	0.179812
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	11.6	0.184452
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	12.1	0.187125
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	12.6	0.189445
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	13.1	0.192612
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	13.6	0.195097
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	14.1	0.197518
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	14.6	0.200718
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	15.1	0.203228
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	15.6	0.205296
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	16.1	0.206501
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	16.6	0.207687
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	17.1	0.210928
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	17.6	0.21581
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	18.1	0.220221
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	18.6	0.222451
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	19.2	0.224107
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	19.7	0.225479
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	20.2	0.225882
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	20.7	0.225811
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	21.2	0.224495
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	21.7	0.221939
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	22.2	0.219681
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	22.7	0.219655
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	23.2	0.219626
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	23.7	0.218993
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	24.2	0.218993
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	24.7	0.218647
R.S.3	ID952	Nitrogen	Histamine	G5	sample_plate	25.2	0.216215
